titulo,dt_lancamento,genero,pais,n_semanas,publico,renda
Lua Em Sagitário,2016-09-15,Ficção,"Argentina, Brasil",18,3223,35577.36
Mate-Me Por Favor,2016-09-15,Ficção,"Argentina, Brasil",12,9873,116368.43
Meu Rei,2016-09-15,Ficção,França,20,25100,338106.83999999997
Mortadelo & Salaminho - Em Missão Inacreditável,2016-09-15,Animação,Espanha,5,6306,100582.32
Olympia 2016,2016-09-15,Ficção,Brasil,5,578,8598.65
Os Senhores Da Guerra,2016-09-15,Ficção,Brasil,9,5197,66005.52
Turbulência,2016-09-15,Ficção,Brasil,2,755,8447.6
Belas Famílias,2016-09-22,Ficção,França,13,5642,65865.04
Cegonhas - A História Que Não Te Contaram,2016-09-22,Animação,Estados Unidos,26,1334456,18084778.18
Charlote Sp,2016-09-22,Ficção,Brasil,4,432,6123.8099999999995
Lembranças De Um Amor Eterno,2016-09-22,Ficção,Itália,12,22998,362530.59
Marginal,2016-09-22,Documentário,Brasil,3,114,1520.34
Nervos De Aço,2016-09-22,Ficção,Brasil,3,127,2042.0700000000002
O Homem Que Viu O Infinito,2016-09-22,Ficção,Reino Unido,12,23479,402239.88
O Silêncio Do Céu,2016-09-22,Ficção,Brasil,20,11236,142259.09
O Vale Do Amor,2016-09-22,Ficção,"Bélgica, França",10,14082,204936.43000000002
"Palmeiras, O Campeão Do Século",2016-09-22,Documentário,Brasil,5,5336,76393.14
Sete Homens E Um Destino,2016-09-22,Ficção,Estados Unidos,10,618236,9448213.19
Tô Ryca!,2016-09-22,Ficção,Brasil,12,1121570,14835057.9
1976 - O Ano Da Invasão Corinthiana,2016-09-29,Documentário,Brasil,3,5944,53428.520000000004
A Passageira,2016-09-29,Ficção,"Argentina, Espanha, Peru",9,3676,46599.87
Demônio De Neon,2016-09-29,Ficção,"Dinamarca, Estados Unidos, França",8,2564,36022.26
Gênios Do Crime,2016-09-29,Ficção,Estados Unidos,9,617090,8430425.77
"Meu Amigo, O Dragão",2016-09-29,Ficção,Estados Unidos,15,296001,3915193
O Bebê De Bridget Jones,2016-09-29,Ficção,"Estados Unidos, França, Irlanda, Reino Unido",7,313400,5655481.2299999995
O Lar Das Crianças Peculiares,2016-09-29,Ficção,"Bélgica, Estados Unidos, Reino Unido",23,2182599,32923221
Precisamos Falar Do Assédio,2016-09-29,Documentário,Brasil,3,241,2042.6299999999999
Stonewall – Onde O Orgulho Começou,2016-09-29,Ficção,Estados Unidos,6,1640,23299.59
Um Homem Só,2016-09-29,Ficção,Brasil,8,4184,59021.39
"Zé De Julião, Muito Além Do Cangaço",2016-09-29,Documentário,Brasil,2,196,2905.88
12 Horas Para Sobreviver: O Ano Da Eleição,2016-10-06,Ficção,Estados Unidos,7,38954,539208.52
2001 : Uma Odisséia No Espaço,2016-10-06,Ficção,"Estados Unidos, Reino Unido",2,139,6497
A Maldição Da Floresta,2016-10-06,Ficção,"Irlanda, Reino Unido",7,91775,1262429.3199999998
Assassino A Preço Fixo 2 - A Ressurreição,2016-10-06,Ficção,"Estados Unidos, França",9,341917,4611325.109999999
É Fada!,2016-10-06,Ficção,Brasil,13,1722069,21240910.24
Festa Da Salsicha,2016-10-06,Animação,Estados Unidos,6,138036,1877987.32
Humano - Uma Viagem Pela Vida,2016-10-06,Documentário,França,13,8052,97561.52
Irmã,2016-10-06,Ficção,Estados Unidos,7,3994,60036.03
"Lâminas Da Morte - A Maldição De Jack, O Estripador",2016-10-06,Ficção,Reino Unido,2,2759,34338.91
No Fim Do Túnel,2016-10-06,Ficção,Espanha,8,16461,276405
Nosso Fiel Traidor,2016-10-06,Ficção,Reino Unido,4,14748,279162.77
O Último Tango,2016-10-06,Documentário,"Alemanha, Argentina",12,13561,209451.59
Um Doce Refúgio,2016-10-06,Ficção,França,5,2323,31118.79
Batman: O Retorno Da Dupla Dinâmica,2016-10-10,Animação,Estados Unidos,1,837,19638
Dentro Da Caixinha,2016-10-12,Ficção,Brasil,8,1601,17491.5
Deixe-Me Viver,2016-10-13,Ficção,Brasil,13,53837,724116.7899999999
Do Pó Da Terra,2016-10-13,Documentário,Brasil,4,1357,19172.65
Inferno,2016-10-13,Ficção,Estados Unidos,10,2193152,32877121.3
Inferno,2016-10-13,Ficção,Estados Unidos; Hungria,1,8,140
Kóblic,2016-10-13,Ficção,Argentina,16,62635,1054381.04
Kubo E As Cordas Mágicas,2016-10-13,Animação,Estados Unidos,11,141139,1877702.87
Noite De Verão Em Barcelona,2016-10-13,Ficção,Espanha,16,11763,166467.4
O Shaolin Do Sertão,2016-10-13,Ficção,Brasil,14,610741,7973943.720000001
Terra Estranha,2016-10-13,Ficção,Austrália,6,7456,113192.74
A Nona Vida De Louis Drax,2016-10-20,Ficção,"Canadá, Estados Unidos, Reino Unido",6,9364,172828.24999999997
"Jovens, Loucos E Mais Rebeldes",2016-10-20,Ficção,Estados Unidos,8,3087,46794.4
Michael Buble - Parada Do Tour 148,2016-10-20,Documentário,Inglaterra,1,456,12235.5
O Contador,2016-10-20,Ficção,Estados Unidos,9,758139,12028582
O Mestre Dos Gênios,2016-10-20,Ficção,"Estados Unidos, Reino Unido",7,24737,422643.07999999996
Ouija: Origem Do Mal,2016-10-20,Ficção,Estados Unidos,7,452275,5828111.92
Romance À Francesa,2016-10-20,Ficção,França,15,10960,152452.82
A Garota No Trem,2016-10-27,Ficção,Estados Unidos,9,685138,10663993.01
Amnésia,2016-10-27,Ficção,"França, Suíça",9,9817,142915.75999999998
Boys,2016-10-27,Ficção,Holanda,3,1531,22784.48
Fora Do Rumo,2016-10-27,Ficção,"China, Estados Unidos, Hong Kong",4,44504,602442.1
Jonas,2016-10-27,Ficção,Brasil,4,1421,18896.65
Satânico,2016-10-27,Ficção,Estados Unidos,6,8087,83635.34
Trolls,2016-10-27,Animação,Estados Unidos,28,1888204,26270665
Um Dia Difícil,2016-10-27,Ficção,Coréia Do Sul,9,1846,17331.77
13 Minutos,2016-11-03,Ficção,Alemanha,14,15418,221014.81999999998
A Luz Entre Oceanos,2016-11-03,Ficção,"Estados Unidos, Nova Zelândia, Reino Unido",14,54945,905157.87
Canção Da Volta,2016-11-03,Ficção,Brasil,11,2404,34189.81
"Cícero Dias, O Compadre De Picasso",2016-11-03,Documentário,Brasil,8,1206,17546.91
Cinema Novo,2016-11-03,Documentário,Brasil,17,6958,90543.39
Curumim,2016-11-03,Documentário,Brasil,4,2663,42132.53
Doutor Estranho,2016-11-03,Ficção,Estados Unidos,11,4797756,74735525
Indignação,2016-11-03,Ficção,Estados Unidos,10,15874,245568.38
Através Da Sombra,2016-11-10,Ficção,Brasil,5,6655,97221.51000000001
Horizonte Profundo: Desastre No Golfo,2016-11-10,Ficção,Estados Unidos,7,288276,4020189.79
Invasão De Privacidade,2016-11-10,Ficção,"Estados Unidos, França, Irlanda",4,120970,1775990.04
Much Loved,2016-11-10,Ficção,"França, Marrocos",9,3969,57652.73
Muleque Té Doido 2: A Lenda De Dom Sebastião,2016-11-10,Ficção,Brasil,6,69753,893822.5700000001
Nascida De Novo,2016-11-10,Ficção,Brasil,9,3049,40147
O Ignorante,2016-11-10,Ficção,França,3,2315,31603.559999999998
O Nascimento De Uma Nação,2016-11-10,Ficção,Estados Unidos,8,5646,105155
O Plano De Maggie,2016-11-10,Ficção,Estados Unidos,9,12916,221476.8
Pequeno Segredo,2016-11-10,Ficção,Brasil,10,187055,2801967.64
Quando O Dia Chegar,2016-11-10,Ficção,Dinamarca,5,1218,14700.46
Snowden - Herói Ou Traidor,2016-11-10,Ficção,"Alemanha, Estados Unidos, França",11,108841,2066453
Animais Fantásticos E Onde Habitam,2016-11-17,Ficção,"Estados Unidos, Reino Unido",17,4344796,66379591
As Confissões,2016-11-17,Ficção,"França, Itália",15,8267,103588.18000000001
Br 716,2016-11-17,Ficção,Brasil,14,10386,145579.73
Coragem,2016-11-17,Documentário,Brasil,6,314,1833
Creepy,2016-11-17,Ficção,Japão,15,4216,51547.560000000005
Depois Da Tempestade,2016-11-17,Ficção,Japão,19,14698,224744.66999999998
Elle,2016-11-17,Ficção,"França, Alemanha",23,55598,827580.58
Maresia,2016-11-17,Ficção,Brasil,7,891,10153.18
Marias,2016-11-17,Documentário,Brasil,6,1708,22312.56
O Amor De Catarina,2016-11-17,Ficção,Brasil,3,4457,54173.47000000001
O Mestre E O Divino,2016-11-17,Documentário,Brasil,6,728,7703.95
Sob Pressão,2016-11-17,Ficção,Brasil,5,39237,542520.79
Um Estado De Liberdade,2016-11-17,Ficção,Estados Unidos,5,12139,229353.05
A Chegada,2016-11-24,Ficção,Estados Unidos,17,581942,9549786.44
Arminda Lopes — A Estética Além Da Dor,2016-11-24,Documentário,Brasil,3,91,723
De Palma,2016-11-24,Documentário,Estados Unidos,4,772,9434
É Apenas O Fim Do Mundo,2016-11-24,Ficção,"Canadá, França",9,8469,120602.75
Elis,2016-11-24,Ficção,Brasil,29,559896,8493069.23
Hector,2016-11-24,Ficção,Brasil,4,150,1180
Jack Racher: Sem Retorno,2016-11-24,Ficção,Estados Unidos,3,78,4171.2
Jack Reacher: Sem Retorno,2016-11-24,Ficção,Estados Unidos,9,689873,9544507
O Ardor,2016-11-24,Ficção,"Brasil, Argentina, Estados Unidos, França, México",2,234,3710.42
O Quarto Dos Esquecidos,2016-11-24,Ficção,Estados Unidos,4,108763,1388868.17
Rainha De Katwe,2016-11-24,Ficção,Estados Unidos,4,5064,82513
Toro,2016-11-24,Ficção,Brasil,8,105,660
A Economia Do Amor,2016-12-01,Ficção,"Bélgica, França",10,8451,131620.96
Anjos Da Noite - Guerras De Sangue,2016-12-01,Ficção,Estados Unidos,9,1135715,16410304.58
As Aventuras De Robinson Crusoé,2016-12-01,Animação,"Bélgica, França",13,210934,2672556.0500000003
Galinha Pintadinha Mini Na Telona,2016-12-01,Animação,Brasil,4,24832,358359.07
Mundos Opostos,2016-12-01,Ficção,Grécia,6,10699,177834.33999999997
Ninguém Deseja A Noite,2016-12-01,Ficção,Espanha,16,11765,165481.88
O Filho Eterno,2016-12-01,Ficção,Brasil,9,22007,348365.26
O Último Virgem,2016-12-01,Ficção,Brasil,5,126841,1587433.3599999999
Sangue Do Meu Sangue,2016-12-01,Ficção,"França, Itália, Suíça",13,6953,93670.37000000001
Viva,2016-12-01,Ficção,"Cuba, Irlanda",15,4278,58837.6
A Última Ressaca Do Ano,2016-12-08,Ficção,Estados Unidos,7,445601,5795265
Como Você É,2016-12-08,Ficção,Estados Unidos,8,3067,41044.94
Fallen,2016-12-08,Ficção,Estados Unidos,7,235604,3021502.7
Masha E O Urso,2016-12-08,Animação,Rússia,11,353064,4041931.67
Michelle E Obama,2016-12-08,Ficção,Estados Unidos,4,9535,164534.14
O Amor No Divã,2016-12-08,Ficção,Brasil,7,4607,63300.48
O Vendedor De Sonhos,2016-12-08,Ficção,Brasil,25,673269,9148523
Para Sempre (2016),2016-12-08,Ficção,Estados Unidos,4,13042,184275.65000000002
Tamo Junto,2016-12-08,Ficção,Brasil,2,84051,1028742.4800000001
Brasil Rico - Uma Discussão Sobre Prosperidade,2016-12-15,Documentário,Brasil,2,62,870.0999999999999
Magal E Os Formigas,2016-12-15,Ficção,Brasil,3,849,11512.14
Nas Estradas Do Nepal,2016-12-15,Ficção,"Alemanha, França, Nepal, Suíça",11,4156,48620.78
Neruda (2016),2016-12-15,Ficção,"Argentina, Chile, Espanha, Estados Unidos, França",18,51483,746979.35
Rogue One: Uma História Star Wars,2016-12-15,Ficção,Estados Unidos,15,2860615,48243764.3
Sieranevada,2016-12-15,Ficção,"Bósnia-Herzegóvina, Croácia, França, Macedônia, Romênia",11,5514,69239.40000000001
Sully: O Herói Do Rio Hudson,2016-12-15,Ficção,Estados Unidos,9,368218,6571853
Teresinha,2016-12-15,Documentário,Brasil,4,1323,20999.47
A Última Lição,2016-12-22,Ficção,França,10,4650,57080.32
Belos Sonhos,2016-12-22,Ficção,"França, Itália",14,13843,180391.78999999998
Capitão Fantástico,2016-12-22,Ficção,Estados Unidos,18,101876,1760781
Minha Mãe É Uma Peça 2,2016-12-22,Ficção,Brasil,19,9235184,124687721.82000001
O Lamento,2016-12-22,Ficção,Coréia Do Sul,8,673,9281.66
O Que Está Por Vir,2016-12-22,Ficção,"Alemanha, França",15,22714,311400.69
Sing - Quem Canta Seus Males Espanta,2016-12-22,Animação,Estados Unidos,50,2704332,35281991
Animais Noturnos,2016-12-29,Ficção,Estados Unidos,33,108485,1973035
"As Mil E Uma Noites - Volume 2, O Desolado",2016-12-29,Ficção,"Alemanha, França, Portugal, Suíça",5,529,6051
"As Mil E Uma Noites - Volume 3, O Encantado",2016-12-29,Ficção,"Alemanha, França, Portugal, Suíça",4,278,2929.5
Estados Unidos Pelo Amor,2016-12-29,Ficção,"Polônia, Suécia",12,8367,116127.04000000001
Invasão Zumbi,2016-12-29,Ficção,Coréia Do Sul,8,424824,5338013.63
John From,2016-12-29,Ficção,"França, Portugal",8,558,5223
Volta À Terra,2016-12-29,Documentário,Portugal,1,7,84
Dominação,2017-01-05,Ficção,Estados Unidos,5,142059,2058475.05
"Eu, Daniel Blake",2017-01-05,Ficção,"Bélgica, França, Reino Unido",27,106143,1586573.3
Moana - Um Mar De Aventuras,2017-01-05,Animação,Estados Unidos,57,5150074,71615696
O Apartamento,2017-01-05,Ficção,"França, Irã",19,45736,623246.18
Passageiros (2017),2017-01-05,Ficção,Estados Unidos,7,1307677,22678007.98
Sete Minutos Depois Da Meia-Noite,2017-01-05,Ficção,"Espanha, Estados Unidos",11,18633,313134.35000000003
A Criada (2017),2017-01-12,Ficção,Coréia Do Sul,19,39623,564921.02
Assassin'S Creed,2017-01-12,Ficção,"França, Estados Unidos",8,2058767,32815015
Assim Que Abro Meus Olhos,2017-01-12,Ficção,"Bélgica, França, Tunísia",8,5224,71558.09
Bwakaw,2017-01-12,Ficção,Filipinas,7,290,3522
Eu Fico Loko,2017-01-12,Ficção,Brasil,11,559431,6848306.92
Axé - Canto Do Povo De Um Lugar,2017-01-19,Documentário,Brasil,14,32053,451907.64999999997
La La Land – Cantando Estações,2017-01-19,Ficção,Estados Unidos,25,1399869,23816101.99
Manchester À Beira-Mar,2017-01-19,Ficção,Estados Unidos,18,105869,1868288.5
Os Penetras 2 - Quem Dá Mais?,2017-01-19,Ficção,Brasil,7,401960,5594424.97
Os Saltimbancos Trapalhões - Rumo A Hollywood,2017-01-19,Ficção,Brasil,5,95129,1152692.37
Xxx: Reativado,2017-01-19,Ficção,Estados Unidos,9,1298025,19757403
A Bailarina,2017-01-26,Animação,"Canadá, França",22,549291,7639753.220000001
A Morte De Luís Xiv,2017-01-26,Ficção,"Espanha, França, Portugal",14,5212,70603.88999999998
Até O Último Homem,2017-01-26,Ficção,"Austrália, Estados Unidos",14,271731,4894565.29
Beleza Oculta,2017-01-26,Ficção,Estados Unidos,11,508380,8123787
Max Steel,2017-01-26,Ficção,Estados Unidos,5,51289,676160.06
Mistério Na Costa Chanel,2017-01-26,Ficção,"Alemanha, França",13,2969,32533.65
O Ídolo,2017-01-26,Ficção,"Emirados Árabes Unidos, Territórios Palestinos Ocupados",11,2649,35030.13
Paraíso (2017),2017-01-26,Ficção,"Alemanha, Rússia",11,6296,80891.16
Quatro Vidas De Um Cachorro,2017-01-26,Ficção,Estados Unidos,10,512313,6858195
Resident Evil 6 - O Capítulo Final,2017-01-26,Ficção,"Alemanha, Austrália, Canadá, França",9,1214555,18924216.2
A Espera,2017-02-02,Ficção,"França, Itália",14,14569,200994.61000000002
A Qualquer Custo,2017-02-02,Ficção,Estados Unidos,17,52136,930083.3
Armas Na Mesa,2017-02-02,Ficção,"Estados Unidos, França",4,4017,53477.68
Clarisse Ou Alguma Coisa Sobre Nós Dois,2017-02-02,Ficção,Brasil,10,4207,39101.340000000004
Estrelas Além Do Tempo,2017-02-02,Ficção,Estados Unidos,21,398251,6633689
Jackie (2017),2017-02-02,Ficção,Estados Unidos,11,85655,1579654.56
O Chamado 3,2017-02-02,Ficção,Estados Unidos,7,1535871,21147560
The Beatles - Eight Days A Week - The Touring Years,2017-02-02,Documentário,Estados Unidos,5,13050,318057.76
"Toc - Transtornada, Obsessiva, Compulsiva",2017-02-02,Ficção,Brasil,9,241184,3347154.19
A Cidade Onde Envelheço,2017-02-09,Ficção,"Portugal, Brasil",26,9101,70409.3
Batman Lego - O Filme: Super Herois Se Unem,2017-02-09,Animação,Estados Unidos,7,305,8792.2
Cinquenta Tons Mais Escuros,2017-02-09,Ficção,Estados Unidos,10,4628463,66565841
Lego Batman,2017-02-09,Animação,"Dinamarca, Estados Unidos",22,1336428,19841731
Marguerite & Julien - Um Amor Proibido,2017-02-09,Ficção,França,9,2089,25074.16
Redemoinho,2017-02-09,Ficção,Brasil,22,12130,143451.2
Toni Erdmann,2017-02-09,Ficção,"Áustria, Alemanha",18,22483,347029.78
Vale Da Luta,2017-02-09,Ficção,Estados Unidos,2,162,1917.7399999999998
A Cura,2017-02-16,Ficção,"Alemanha, Estados Unidos",4,106245,1472585
A Tartaruga Vermelha,2017-02-16,Animação,"Bélgica, França, Japão",11,3653,40250.18
Aliados,2017-02-16,Ficção,Estados Unidos,11,388644,6628704
Eu Não Sou Seu Negro,2017-02-16,Documentário,"Bélgica, Estados Unidos, França, Suíça",30,29626,404863.14
Eu Não Sou Seu Negro,2017-02-16,Documentário,Bélgica; Estados Unidos; França; Suíça,1,5,214.49
"Eu, Olga Hepnarová",2017-02-16,Ficção,"Eslováquia, França, Polônia, República Tcheca",11,2388,24924.98
John Wick – Um Novo Dia Para Matar,2017-02-16,Ficção,Estados Unidos,13,552173,7751273.629999999
Lion - Uma Jornada Para Casa,2017-02-16,Ficção,"Austrália, Estados Unidos, Reino Unido",18,209164,3744553.0500000003
Minha Vida De Abobrinha,2017-02-16,Animação,"França, Suíça",9,2185,30759.52
Um Homem Chamado Ove,2017-02-16,Ficção,Suécia,25,13401,184044.94
A Garota Desconhecida,2017-02-23,Ficção,"Bélgica, França",11,10783,170364.52
A Grande Muralha,2017-02-23,Ficção,Estados Unidos,16,1717030,27177864.2
A Jovem Rainha,2017-02-23,Ficção,"Alemanha, Canadá, Finlândia, França, Suécia",17,8466,99030.86
A Lei Da Noite,2017-02-23,Ficção,Estados Unidos,2,42574,769074
Bugigangue No Espaço,2017-02-23,Animação,Brasil,10,112624,1534609.18
Internet - O Filme,2017-02-23,Ficção,Brasil,8,380166,4915838.38
Monster Trucks,2017-02-23,Ficção,Estados Unidos,11,340868,4555756
Moonlight - Sob A Luz Do Luar,2017-02-23,Ficção,Estados Unidos,19,340862,5910480.57
Estopô Balaio,2017-03-02,Documentário,Brasil,4,290,1417.5
Logan,2017-03-02,Ficção,Estados Unidos,12,6400985,91260487
Um Limite Entre Nós,2017-03-02,Ficção,Estados Unidos,11,83641,1555695
Waiting For B.,2017-03-02,Documentário,Brasil,10,1774,11383.44
Fome De Poder,2017-03-09,Ficção,Estados Unidos,10,64383,1242251.1
Guerra Do Paraguay,2017-03-09,Ficção,Brasil,7,760,9609.12
Insubstituível,2017-03-09,Ficção,França,11,25720,361769.51
Kong - A Ilha Da Caveira,2017-03-09,Ficção,Estados Unidos,10,1902488,29409745
Negação,2017-03-09,Ficção,"Estados Unidos, Reino Unido",9,17580,300941.8
O Crime Da Gávea,2017-03-09,Ficção,Brasil,3,760,13605.85
Olhar Instigado,2017-03-09,Documentário,Brasil,5,709,5850.5
"Papa Francisco, Conquistando Corações",2017-03-09,Ficção,"Argentina, Espanha, Itália",5,7115,89549.81999999999
Paro Quando Quero,2017-03-09,Ficção,Itália,6,2625,45729.85
Personal Shopper,2017-03-09,Ficção,"Alemanha, França",9,14788,210697.7
Silêncio,2017-03-09,Ficção,"México, Estados Unidos",13,70623,1215633.58
Souvenir,2017-03-09,Ficção,França,16,6032,79569.87999999999
Versões De Um Crime,2017-03-09,Ficção,Estados Unidos,13,47324,724854.1
A Bela E A Fera,2017-03-16,Ficção,Estados Unidos,5,214,3295
A Bela E A Fera (2017),2017-03-16,Ficção,Estados Unidos,35,8308677,130086463
Com Os Punhos Cerrados,2017-03-16,Ficção,Brasil,11,602,3760.03
Eles Só Usam Black Tie,2017-03-16,Ficção,África Do Sul,5,809,8275.46
Era O Hotel Cambridge,2017-03-16,Ficção,"Brasil, Espanha, França",32,30555,313646.81
Fátima,2017-03-16,Ficção,"Canadá, França",14,10696,155802.42
História Antes De Uma História,2017-03-16,Animação,Brasil,5,197,1825.5
Jonas E O Circo Sem Lona,2017-03-16,Documentário,Brasil,26,2681,17997.22
La Vingança,2017-03-16,Ficção,"Argentina, Brasil",6,5219,83403.52
O Filho De Joseph,2017-03-16,Ficção,"Bélgica, França",14,7513,103240.41
Os Cowboys,2017-03-16,Ficção,França,11,3000,37459.59
"Pedro Osmar, Prá Liberdade Que Se Conquista",2017-03-16,Documentário,Brasil,7,185,1810.29
Por Um Punhado De Dólares - Os Novos Emigrados,2017-03-16,Documentário,"Brasil, Alemanha",6,306,3458
Tinha Que Ser Ele?,2017-03-16,Ficção,Estados Unidos,3,43539,614993
Asco,2017-03-23,Ficção,Brasil,1,43,1137.5
Fragmentado,2017-03-23,Ficção,Estados Unidos,13,1011617,15189507.6
Imprevistos De Uma Noite Em Paris,2017-03-23,Ficção,França,13,7350,100846.29000000001
Power Rangers,2017-03-23,Ficção,Estados Unidos,20,1240538,15867741.2
"Sinais De Cinza, A Peleja De Olney Contra O Dragão Da Maldade",2017-03-23,Documentário,Brasil,6,178,1486
T2: Trainspotting,2017-03-23,Ficção,Reino Unido,16,49839,888992.29
Todas As Cores Da Noite,2017-03-23,Ficção,Brasil,6,706,6439
Travessia,2017-03-23,Ficção,Brasil,6,4590,60574.27
"Capoeira, Um Passo A Dois",2017-03-29,Documentário,Brasil,1,347,4070.4700000000003
A Família Dionti,2017-03-30,Ficção,Brasil,24,3489,37224.66
A Glória E A Graça,2017-03-30,Ficção,Brasil,8,5403,81674.69
A Vigilante Do Amanhã - Ghost In The Shell,2017-03-30,Ficção,Estados Unidos,10,726771,12201570
Central - O Filme,2017-03-30,Documentário,Brasil,15,16408,240713.27
Eu Te Levo,2017-03-30,Ficção,Brasil,9,472,5177.96
